date,open,close,high,low,volume,change,pct_change
2018-06-21,3633.5600,3592.9700,3673.5600,3589.4900,93908552,-42.4700,-0.0117
2018-06-22,3567.8900,3608.9000,3609.0800,3542.4600,75117865,15.9300,0.0044
2018-06-25,3625.8000,3560.4800,3631.0300,3559.0300,79877079,-48.4200,-0.0134
2018-06-26,3521.5900,3531.1100,3541.7800,3478.2100,84985270,-29.3700,-0.0082
2018-06-27,3525.1300,3459.2600,3537.6600,3441.7900,81491817,-71.8500,-0.0203
2018-06-28,3434.9400,3423.5300,3477.0600,3416.9500,75918052,-35.7300,-0.0103
2018-06-29,3431.9600,3510.9800,3512.3800,3425.2200,77257032,87.4500,0.0255
2018-07-02,3504.4600,3407.9600,3506.9000,3383.5000,84351450,-103.0200,-0.0293
2018-07-03,3410.4800,3409.2800,3422.0400,3319.2900,95278692,1.3200,0.0004
2018-07-04,3398.7800,3363.7500,3418.3300,3359.0900,75157998,-45.5300,-0.0134
2018-07-05,3365.5500,3342.4400,3398.4900,3330.7100,81587981,-21.3100,-0.0063
2018-07-06,3347.0600,3365.1200,3396.2500,3295.7300,86097580,22.6800,0.0068
2018-07-09,3378.9100,3459.1800,3459.3200,3378.9100,76601546,94.0600,0.0280
2018-07-10,3464.9100,3467.5200,3474.1400,3437.2700,69548823,8.3400,0.0024
2018-07-11,3398.9300,3407.5300,3427.5700,3375.1400,72040950,-59.9900,-0.0173
2018-07-12,3403.3300,3481.0600,3499.1000,3403.3300,96353564,73.5300,0.0216
2018-07-13,3488.5000,3492.6900,3499.7600,3474.9100,72955896,11.6300,0.0033
2018-07-16,3488.9700,3472.0900,3506.2400,3459.7300,68281999,-20.6000,-0.0059
2018-07-17,3466.4200,3449.3800,3467.1900,3420.9700,61983076,-22.7100,-0.0065
2018-07-18,3456.6100,3431.3200,3479.2600,3430.1600,66530330,-18.0600,-0.0052
2018-07-19,3444.8000,3428.3400,3466.5100,3417.9600,68477716,-2.9800,-0.0009
2018-07-20,3426.4600,3492.8900,3505.9300,3398.9500,101984727,64.5500,0.0188
2018-07-23,3471.8600,3525.7500,3527.5300,3464.6500,119036626,32.8600,0.0094
2018-07-24,3530.6600,3581.7100,3596.5100,3530.6600,156912435,55.9600,0.0159
2018-07-25,3589.5100,3577.7500,3589.9800,3566.3100,96758500,-3.9600,-0.0011
2018-07-26,3583.3200,3536.2500,3593.9200,3528.6400,90349642,-41.5000,-0.0116
2018-07-27,3533.7700,3521.2300,3545.4100,3512.7000,70178104,-15.0200,-0.0042
2018-07-30,3520.8500,3515.0800,3550.9000,3489.5500,82116995,-6.1500,-0.0017
2018-07-31,3510.4700,3517.6600,3528.1500,3493.1500,67980818,2.5800,0.0007
2018-08-01,3530.0300,3447.3900,3543.6100,3446.7800,90348618,-70.2700,-0.0200
2018-08-02,3434.3500,3370.9600,3434.3500,3322.1000,101308728,-76.4300,-0.0222
2018-08-03,3366.6600,3315.2800,3381.3400,3315.2000,70796910,-55.6800,-0.0165
2018-08-06,3312.8200,3273.2700,3344.2500,3257.6900,77975084,-42.0100,-0.0127
2018-08-07,3284.9800,3368.8700,3368.9600,3263.5000,91783916,95.6000,0.0292
2018-08-08,3362.1500,3314.5100,3368.1600,3311.7700,79284864,-54.3600,-0.0161
2018-08-09,3303.4800,3397.5300,3408.3900,3299.6200,91957573,83.0200,0.0250
2018-08-10,3398.4100,3405.0200,3424.0400,3380.5700,68967299,7.4900,0.0022
2018-08-13,3369.9800,3390.3400,3396.1900,3336.7000,76191532,-14.6800,-0.0043
2018-08-14,3386.4800,3372.9100,3391.7300,3356.6100,60651446,-17.4300,-0.0051
2018-08-15,3371.9600,3291.9800,3372.1400,3288.7100,68174054,-80.9300,-0.0240
2018-08-16,3251.8600,3276.7300,3315.2000,3231.5600,76547366,-15.2500,-0.0046
2018-08-17,3305.9000,3229.6200,3311.5700,3224.1000,67395412,-47.1100,-0.0144
2018-08-20,3238.2200,3267.2500,3267.2500,3209.0100,70904228,37.6300,0.0117
2018-08-21,3271.8400,3326.6500,3331.7100,3270.0300,75205583,59.4000,0.0182
2018-08-22,3328.9700,3307.9500,3328.9700,3299.3900,50787057,-18.7000,-0.0056
2018-08-23,3308.4600,3320.0300,3336.1100,3285.8100,61112335,12.0800,0.0037
2018-08-24,3308.4800,3325.3300,3353.0400,3291.8700,63765898,5.3000,0.0016
2018-08-27,3339.3900,3406.5700,3406.5700,3339.2600,94270083,81.2400,0.0244
2018-08-28,3408.1500,3400.1700,3416.5900,3388.8100,75445363,-6.4000,-0.0019
2018-08-29,3393.0500,3386.5700,3398.7100,3377.1200,67020403,-13.6000,-0.0040
2018-08-30,3385.8100,3351.0900,3402.5600,3349.4700,68385290,-35.4800,-0.0105
2018-08-31,3333.3800,3334.5000,3356.5800,3310.8700,76205629,-16.5900,-0.0050
2018-09-03,3320.6900,3321.8200,3325.6100,3291.7800,66429855,-12.6800,-0.0038
2018-09-04,3324.1900,3363.9000,3370.9600,3307.9600,67088806,42.0800,0.0127
2018-09-05,3349.7000,3298.1400,3354.2000,3298.1400,64301888,-65.7600,-0.0195
2018-09-06,3286.6600,3262.8800,3311.5000,3253.7600,62300288,-35.2600,-0.0107
2018-09-07,3273.8900,3277.6400,3316.6100,3253.7300,63947407,14.7600,0.0045
2018-09-10,3271.3800,3230.0700,3277.8800,3227.8500,63817052,-47.5700,-0.0145
2018-09-11,3229.7100,3224.2100,3245.6200,3209.1100,58491305,-5.8600,-0.0018
2018-09-12,3216.9900,3202.0200,3225.6000,3194.9800,54627899,-22.1900,-0.0069
2018-09-13,3239.6900,3236.5700,3249.5900,3191.4000,67290327,34.5500,0.0108
2018-09-14,3242.8300,3242.0900,3254.1000,3227.9400,60130639,5.5200,0.0017
2018-09-17,3224.9300,3204.9200,3230.7900,3200.5100,52259548,-37.1700,-0.0115
2018-09-18,3193.6400,3269.4300,3270.1100,3193.6400,70425034,64.5100,0.0201
2018-09-19,3262.0000,3312.4800,3335.9900,3258.3100,89170665,43.0500,0.0132
2018-09-20,3314.8800,3310.1300,3332.3100,3303.0700,64561057,-2.3500,-0.0007
2018-09-21,3320.7000,3410.4900,3410.4900,3307.7700,108416005,100.3600,0.0303
2018-09-25,3375.9700,3379.8000,3394.3800,3367.0300,69054692,-30.6900,-0.0090
2018-09-26,3388.5600,3417.2400,3448.2600,3383.2400,93173343,37.4400,0.0111
2018-09-27,3415.9500,3403.5900,3423.7100,3394.7300,69765240,-13.6500,-0.0040
2018-09-28,3409.9600,3438.8600,3444.9900,3404.7000,84377756,35.2700,0.0104
2018-10-08,3361.5600,3290.9000,3364.4600,3285.2500,97888988,-147.9600,-0.0430
2018-10-09,3290.1700,3288.6900,3309.8000,3276.1300,66723274,-2.2100,-0.0007
2018-10-10,3295.4300,3281.6000,3315.7300,3256.5800,64492828,-7.0900,-0.0022
2018-10-11,3179.5400,3124.1100,3209.5200,3099.0400,120941343,-157.4900,-0.0480
2018-10-12,3123.3700,3170.7300,3184.1200,3094.9700,98611151,46.6200,0.0149
2018-10-15,3173.8500,3126.4500,3183.1300,3120.2300,69605023,-44.2800,-0.0140
2018-10-16,3128.5800,3100.9700,3166.0900,3089.3700,68887721,-25.4800,-0.0081
2018-10-17,3140.6800,3118.2500,3149.1300,3062.5500,76837138,17.2800,0.0056
2018-10-18,3097.7900,3044.3900,3097.7900,3043.3800,73771968,-73.8600,-0.0237
2018-10-19,3017.7500,3134.9500,3137.7500,3009.5000,98839688,90.5600,0.0297
2018-10-22,3159.5600,3270.2700,3297.3800,3159.5600,145862044,135.3200,0.0432
2018-10-23,3273.1300,3183.4300,3276.0200,3163.5700,121013240,-86.8400,-0.0266
2018-10-24,3169.4600,3188.2000,3245.4000,3164.2900,110909745,4.7700,0.0015
2018-10-25,3107.8400,3194.3100,3197.3200,3099.8900,106951818,6.1100,0.0019
2018-10-26,3204.2800,3173.6400,3218.1000,3151.9200,101299354,-20.6700,-0.0065
2018-10-29,3157.4900,3076.8900,3158.8100,3062.5800,91839790,-96.7500,-0.0305
2018-10-30,3061.9300,3110.2600,3146.6300,3050.7700,116070100,33.3700,0.0108
2018-10-31,3116.6600,3153.8200,3168.9200,3106.0300,111207455,43.5600,0.0140
2018-11-01,3185.2000,3177.0300,3217.8000,3173.1000,132653379,23.2100,0.0074
2018-11-02,3258.6100,3290.2500,3290.2500,3222.4400,153466104,113.2200,0.0356
2018-11-05,3269.4700,3262.8400,3279.8800,3230.3600,109706683,-27.4100,-0.0083
2018-11-06,3254.9800,3243.1500,3254.9800,3213.9000,83869138,-19.6900,-0.0060
2018-11-07,3243.8800,3221.9100,3270.5000,3218.4200,91615529,-21.2400,-0.0065
2018-11-08,3251.7300,3212.7700,3253.5700,3207.7100,76414541,-9.1400,-0.0028
2018-11-09,3193.3000,3167.4400,3193.3000,3166.3100,84282762,-45.3300,-0.0141
2018-11-12,3160.2500,3205.1400,3206.5100,3152.4400,88062392,37.7000,0.0119
2018-11-13,3164.9200,3237.3800,3254.7700,3161.1000,126493463,32.2400,0.0101
2018-11-14,3233.6400,3204.9400,3239.2400,3200.2300,113808658,-32.4400,-0.0100
2018-11-15,3201.2800,3242.3700,3242.3800,3198.7800,98558810,37.4300,0.0117
2018-11-16,3242.8800,3257.6700,3282.3900,3223.7200,126876836,15.3000,0.0047
2018-11-19,3258.7900,3294.6000,3294.6000,3251.0700,115956595,36.9300,0.0113
2018-11-20,3268.0800,3218.4100,3278.7800,3213.6800,109361155,-76.1900,-0.0231
2018-11-21,3187.1000,3226.4900,3230.2600,3185.2400,84119726,8.0800,0.0025
2018-11-22,3232.9700,3214.4300,3235.4500,3199.7000,65098291,-12.0600,-0.0037
2018-11-23,3208.5900,3143.4800,3212.2000,3139.3900,84638254,-70.9500,-0.0221
2018-11-26,3148.6700,3141.2400,3169.4400,3131.6400,59379141,-2.2400,-0.0007
2018-11-27,3152.7700,3137.2400,3162.0100,3126.2900,55407831,-4.0000,-0.0013
2018-11-28,3137.7500,3178.9300,3179.4100,3126.6200,74881956,41.6900,0.0133
2018-11-29,3198.8300,3137.6500,3204.8600,3137.6500,80498465,-41.2800,-0.0130
2018-11-30,3136.2000,3172.6900,3175.1500,3132.4200,70921044,35.0400,0.0112
2018-12-03,3260.6900,3260.9500,3273.6400,3228.3600,121487158,88.2600,0.0278
2018-12-04,3256.2300,3267.7100,3267.9400,3243.7000,79415040,6.7600,0.0021
2018-12-05,3224.2600,3252.0000,3266.9000,3219.9800,76153052,-15.7100,-0.0048
2018-12-06,3218.1100,3181.6700,3223.5200,3179.8900,76328771,-70.3300,-0.0216
2018-12-07,3187.4900,3181.5600,3193.8200,3176.7100,53361925,-0.1100,-0.0000
2018-12-10,3153.5200,3144.7600,3170.1500,3134.3800,63437274,-36.8000,-0.0116
2018-12-11,3148.2300,3159.8200,3161.9600,3143.6100,53223877,15.0600,0.0048
2018-12-12,3181.5700,3170.6100,3182.2100,3160.2800,53309914,10.7900,0.0034
2018-12-13,3178.8900,3219.6900,3234.0800,3169.4200,90442755,49.0800,0.0155
2018-12-14,3207.3500,3165.9100,3210.7200,3165.9100,84301251,-53.7800,-0.0167
2018-12-17,3158.2800,3161.2000,3167.5100,3134.3700,66497006,-4.7100,-0.0015
2018-12-18,3139.9500,3128.4300,3165.0000,3114.4700,63820319,-32.7700,-0.0104
2018-12-19,3133.7400,3091.1300,3137.0100,3086.7600,55522299,-37.3000,-0.0119
2018-12-20,3083.5400,3067.4200,3097.7200,3044.2900,69749463,-23.7100,-0.0077
2018-12-21,3055.3300,3029.4000,3057.4000,3007.6100,76758100,-38.0200,-0.0124
2018-12-24,3015.5000,3038.2000,3040.3500,3007.3300,57299615,8.8000,0.0029
2018-12-25,3006.8800,3017.2800,3030.1400,2964.8800,78689426,-20.9200,-0.0069
2018-12-26,3012.8700,3002.0300,3029.0600,2996.4800,55647032,-15.2500,-0.0051
2018-12-27,3042.9500,2990.5100,3047.2300,2990.5100,80541786,-11.5200,-0.0038
2018-12-28,2994.8000,3010.6500,3024.3500,2984.8200,71053778,20.1400,0.0067
2019-01-02,3017.0700,2969.5400,3018.7800,2958.4900,68663022,-41.1100,-0.0137
2019-01-03,2963.0200,2964.8400,3000.4400,2953.2500,70867103,-4.7000,-0.0016
2019-01-04,2940.1900,3035.8700,3036.8100,2935.8300,103318971,71.0300,0.0240
2019-01-07,3055.1500,3054.3000,3061.7500,3035.9100,101164360,18.4300,0.0061
2019-01-08,3049.8700,3047.7000,3055.5100,3038.5300,86170586,-6.6000,-0.0022
2019-01-09,3065.2300,3078.4800,3117.9600,3062.8500,107364349,30.7800,0.0101
2019-01-10,3077.4800,3072.6900,3092.5400,3062.5700,85271757,-5.7900,-0.0019
2019-01-11,3082.2600,3094.7800,3102.8300,3071.0300,71786424,22.0900,0.0072
2019-01-14,3092.5000,3067.7800,3097.4100,3064.3800,66121702,-27.0000,-0.0087
2019-01-15,3071.5200,3127.9900,3129.3700,3064.6700,88772961,60.2100,0.0196
2019-01-16,3126.1300,3128.6500,3135.0100,3117.2900,80214341,0.6600,0.0002
2019-01-17,3132.6300,3111.4200,3141.7100,3110.0600,80174871,-17.2300,-0.0055
2019-01-18,3124.5000,3168.1700,3171.6900,3120.3500,103963835,56.7500,0.0182
2019-01-21,3170.8800,3185.6400,3199.2100,3170.8800,93915023,17.4700,0.0055
2019-01-22,3181.9500,3143.3200,3181.9500,3135.3400,72990528,-42.3200,-0.0133
2019-01-23,3136.1000,3141.0500,3157.6300,3131.8700,59870479,-2.2700,-0.0007
2019-01-24,3146.6000,3158.7800,3165.6300,3125.3000,72934636,17.7300,0.0056
2019-01-25,3165.1800,3184.4700,3203.1700,3164.4100,83967729,25.6900,0.0081
2019-01-28,3203.1200,3183.7800,3228.8700,3174.7200,82622431,-0.6900,-0.0002
2019-01-29,3177.2600,3193.9700,3200.9900,3148.2300,77658335,10.1900,0.0032
2019-01-30,3181.6600,3168.4800,3202.9000,3167.8900,63746516,-25.4900,-0.0080
2019-01-31,3182.7000,3201.6300,3216.0700,3178.0100,86247839,33.1500,0.0105
2019-02-01,3225.7300,3247.4000,3247.5000,3207.7200,82019640,45.7700,0.0143
2019-02-11,3239.8100,3306.4700,3307.0600,3239.8100,98818435,59.0700,0.0182
2019-02-12,3306.3500,3330.3400,3335.3600,3298.6300,122232463,23.8700,0.0072
2019-02-13,3337.7800,3397.0300,3405.5800,3329.1400,163828332,66.6900,0.0200
2019-02-14,3392.8500,3402.1400,3415.4000,3381.9800,151127291,5.1100,0.0015
2019-02-15,3391.2400,3338.7000,3395.0300,3335.8700,143668603,-63.4400,-0.0186
2019-02-18,3366.4200,3445.7400,3445.7400,3366.4200,182886090,107.0400,0.0321
2019-02-19,3454.7200,3439.6100,3480.7900,3419.0700,179083786,-6.1300,-0.0018
2019-02-20,3449.9300,3451.9300,3463.7700,3421.5100,147390310,12.3200,0.0036
2019-02-21,3450.1400,3442.7100,3500.2500,3431.6300,180143288,-9.2200,-0.0027
2019-02-22,3439.3800,3520.1200,3520.1200,3417.9800,187237975,77.4100,0.0225
2019-02-25,3575.8500,3729.4800,3729.4800,3574.6900,342557123,209.3600,0.0595
2019-02-26,3734.7100,3684.6900,3762.1100,3679.2700,358038697,-44.7900,-0.0120
2019-02-27,3682.8100,3678.3900,3737.6300,3638.3300,286236006,-6.3000,-0.0017
2019-02-28,3675.2600,3669.3700,3695.4600,3650.0500,184810220,-9.0200,-0.0025
2019-03-01,3699.2200,3749.7100,3749.7100,3668.7700,204711004,80.3400,0.0219
2019-03-04,3783.0400,3794.1000,3886.5800,3764.7800,323490127,44.3900,0.0118
2019-03-05,3785.3800,3816.0100,3816.1600,3770.7900,230853166,21.9100,0.0058
2019-03-06,3822.8600,3848.0900,3855.1600,3787.5200,318077371,32.0800,0.0084
2019-03-07,3841.1500,3808.8500,3845.1800,3778.8000,329846548,-39.2400,-0.0102
2019-03-08,3721.4000,3657.5800,3774.5400,3656.1900,317990077,-151.2700,-0.0397
2019-03-11,3663.9800,3729.9500,3731.9100,3650.8100,230912865,72.3700,0.0198
2019-03-12,3758.3200,3755.3500,3804.7200,3723.6800,274926382,25.4000,0.0068
2019-03-13,3758.7100,3724.1900,3763.0900,3708.8100,233682248,-31.1600,-0.0083
2019-03-14,3710.2900,3698.4900,3747.8200,3673.8500,190817236,-25.7000,-0.0069
2019-03-15,3713.9400,3745.0100,3782.2400,3713.9400,175174543,46.5200,0.0126
2019-03-18,3753.6400,3851.7500,3851.7500,3733.6800,216928059,106.7400,0.0285
2019-03-19,3856.5900,3833.9600,3868.3400,3815.2200,181727109,-17.7900,-0.0046
2019-03-20,3825.3400,3835.4400,3855.1500,3790.5100,175632090,1.4800,0.0004
2019-03-21,3840.2800,3836.8900,3864.0700,3823.4700,196310310,1.4500,0.0004
2019-03-22,3838.1300,3833.8000,3845.5800,3786.5900,171356992,-3.0900,-0.0008
2019-03-25,3776.4400,3742.8300,3807.1800,3741.6100,198586330,-90.9700,-0.0237
2019-03-26,3766.5300,3700.4400,3770.8400,3687.5500,173046579,-42.3900,-0.0113
2019-03-27,3724.4100,3743.3900,3750.2600,3703.4500,138758454,42.9500,0.0116
2019-03-28,3731.0600,3728.4000,3755.7200,3710.0800,133272128,-14.9900,-0.0040
2019-03-29,3739.7700,3872.3400,3876.3800,3739.7700,215639104,143.9400,0.0386
2019-04-01,3901.1700,3973.9300,3982.9100,3901.1700,271382705,101.5900,0.0262
2019-04-02,3986.3400,3971.2900,3988.1000,3956.5100,226000340,-2.6400,-0.0007
2019-04-03,3947.8700,4022.1600,4026.5000,3939.7800,231917368,50.8700,0.0128
2019-04-04,4039.7400,4062.2300,4072.1100,4021.7100,260410939,40.0700,0.0100
2019-04-08,4097.1000,4057.2300,4122.6000,4017.4900,267505577,-5.0000,-0.0012
2019-04-09,4063.8100,4075.4300,4084.2400,4038.2800,182956808,18.2000,0.0045
2019-04-10,4062.4400,4085.8500,4115.3800,4035.4700,194687613,10.4200,0.0026
2019-04-11,4083.4600,3997.5800,4097.1200,3990.2400,169049641,-88.2700,-0.0216
2019-04-12,3986.7800,3988.6200,4006.9300,3961.4600,135862118,-8.9600,-0.0022
2019-04-15,4056.4900,3975.5200,4085.3900,3974.2300,182645571,-13.1000,-0.0033
2019-04-16,3958.1000,4085.7900,4085.7900,3943.4900,202041966,110.2700,0.0277
2019-04-17,4080.7200,4087.2400,4106.6200,4057.5000,180367117,1.4500,0.0004
2019-04-18,4085.1100,4072.0800,4094.0500,4056.2400,146562122,-15.1600,-0.0037
2019-04-19,4076.3000,4120.6100,4120.6400,4046.2000,150794911,48.5300,0.0119
2019-04-22,4125.9700,4025.6100,4126.0900,4015.4700,189353746,-95.0000,-0.0231
2019-04-23,4021.6300,4019.0100,4061.0900,4005.2800,155611651,-6.6000,-0.0016
2019-04-24,4033.6300,4030.0900,4044.3400,3967.8100,145498696,11.0800,0.0028
2019-04-25,4013.6000,3941.8200,4022.5600,3938.3300,159722071,-88.2700,-0.0219
2019-04-26,3921.8900,3889.2700,3943.8300,3887.2500,142008069,-52.5500,-0.0133
2019-04-29,3896.5800,3900.3300,3953.2300,3875.4500,153870927,11.0600,0.0028
2019-04-30,3887.1800,3913.2100,3923.1100,3885.1500,116233377,12.8800,0.0033
2019-05-06,3775.0800,3684.6200,3791.6100,3647.1400,197472883,-228.5900,-0.0584
2019-05-07,3702.2700,3720.6700,3738.1800,3671.8300,132847654,36.0500,0.0098
2019-05-08,3648.5500,3667.4600,3722.9300,3642.5000,112867356,-53.2100,-0.0143
2019-05-09,3637.3500,3599.7000,3656.9000,3584.8200,101037394,-67.7600,-0.0185
2019-05-10,3643.0600,3730.4500,3732.9200,3589.2900,148003848,130.7500,0.0363
2019-05-13,3675.7600,3668.7300,3702.9000,3658.0000,103391859,-61.7200,-0.0165
2019-05-14,3630.4400,3645.1500,3683.2600,3630.4400,102313459,-23.5800,-0.0064
2019-05-15,3674.9900,3727.0900,3741.0400,3674.9900,110161769,81.9400,0.0225
2019-05-16,3720.0400,3743.9600,3745.1400,3707.9000,116258273,16.8700,0.0045
2019-05-17,3744.8800,3648.7600,3745.3600,3637.5800,128453245,-95.2000,-0.0254
2019-05-20,3635.7400,3617.7900,3644.5000,3583.8300,108963476,-30.9700,-0.0085
2019-05-21,3619.4400,3666.7800,3690.0900,3610.6800,111022920,48.9900,0.0135
2019-05-22,3663.1500,3649.3800,3679.2700,3634.7500,98346127,-17.4000,-0.0047
2019-05-23,3629.5300,3583.9600,3631.4700,3578.1100,99897782,-65.4200,-0.0179
2019-05-24,3584.9000,3593.9100,3623.3900,3580.7900,80934049,9.9500,0.0028
2019-05-27,3592.6000,3637.2000,3648.0300,3556.2600,108830871,43.2900,0.0120
2019-05-28,3633.0200,3672.2600,3683.2300,3627.7900,117886241,35.0600,0.0096
2019-05-29,3642.5400,3663.9100,3693.2300,3637.3500,93355441,-8.3500,-0.0023
2019-05-30,3648.8500,3641.1800,3650.9700,3612.6200,94202560,-22.7300,-0.0062
2019-05-31,3641.0000,3629.7900,3668.1800,3627.5400,89222267,-11.3900,-0.0031
2019-06-03,3640.6100,3632.0100,3672.8100,3613.1300,100723180,2.2200,0.0006
2019-06-04,3632.5600,3598.4700,3636.1300,3584.4600,87097093,-33.5400,-0.0092
2019-06-05,3627.7900,3597.1100,3634.4500,3593.9500,88642020,-1.3600,-0.0004
2019-06-06,3601.0400,3564.6800,3601.0400,3557.0200,85534403,-32.4300,-0.0090
2019-06-10,3578.0100,3610.7400,3623.7300,3568.2800,92375060,46.0600,0.0129
2019-06-11,3617.5200,3719.2800,3723.1400,3617.5200,143482806,108.5400,0.0301
2019-06-12,3706.8600,3691.1000,3711.8800,3683.9400,119178852,-28.1800,-0.0076
2019-06-13,3689.5800,3685.3900,3697.5900,3654.2700,96331717,-5.7100,-0.0015
2019-06-14,3690.4800,3654.8800,3709.6500,3650.9100,101817004,-30.5100,-0.0083
2019-06-17,3654.4400,3654.8200,3683.7700,3645.5000,72976678,-0.0600,-0.0000
2019-06-18,3661.1300,3667.6200,3675.6500,3638.7800,70692265,12.8000,0.0035
2019-06-19,3761.3400,3715.9400,3771.3500,3715.1300,125595715,48.3200,0.0132
2019-06-20,3718.9400,3828.5200,3845.7900,3717.1900,168872074,112.5800,0.0303
2019-06-21,3832.7300,3833.9400,3856.0900,3817.3100,153635154,5.4200,0.0014
2019-06-24,3836.3100,3841.2700,3853.5500,3819.7700,100084621,7.3300,0.0019
2019-06-25,3837.4300,3801.3100,3838.0600,3755.0100,124075912,-39.9600,-0.0104
2019-06-26,3779.5100,3794.3300,3809.7600,3771.7200,81820283,-6.9800,-0.0018
2019-06-27,3807.5400,3834.8200,3854.0800,3805.8300,105316357,40.4900,0.0107
2019-06-28,3832.0600,3825.5900,3835.2300,3803.0500,84766139,-9.2300,-0.0024
2019-07-01,3899.3300,3935.8100,3936.6700,3886.9100,158370340,110.2200,0.0288
2019-07-02,3931.0500,3937.1700,3942.4300,3918.9400,131863496,1.3600,0.0003
2019-07-03,3927.4400,3893.5300,3927.4400,3878.8400,111992604,-43.6400,-0.0111
2019-07-04,3895.2000,3873.1000,3906.8900,3854.6900,99342257,-20.4300,-0.0052
2019-07-05,3875.3700,3893.2000,3900.3100,3857.9300,74006528,20.1000,0.0052
2019-07-08,3875.7500,3802.7900,3875.7500,3775.0300,109539087,-90.4100,-0.0232
2019-07-09,3798.1000,3793.1300,3811.1000,3774.7600,74842732,-9.6600,-0.0025
2019-07-10,3807.9500,3786.7400,3810.4000,3774.2300,72833948,-6.3900,-0.0017
2019-07-11,3806.1900,3785.2200,3830.7400,3774.4100,75311964,-1.5200,-0.0004
2019-07-12,3783.0700,3808.7300,3820.2400,3774.5200,75465966,23.5100,0.0062
2019-07-15,3792.6400,3824.1900,3844.8700,3745.8500,101205222,15.4600,0.0041
2019-07-16,3819.2500,3806.8400,3828.3300,3799.8700,80730952,-17.3500,-0.0045
2019-07-17,3800.1100,3804.6400,3820.2700,3787.9000,95183885,-2.2000,-0.0006
2019-07-18,3793.1900,3768.4000,3793.3900,3768.0000,87496445,-36.2400,-0.0095
2019-07-19,3787.5100,3807.9600,3828.1500,3787.5100,88086149,39.5600,0.0105
2019-07-22,3813.5000,3781.6800,3816.5400,3765.4400,92101376,-26.2800,-0.0069
2019-07-23,3783.5400,3789.9100,3792.9600,3768.7600,71313347,8.2300,0.0022
2019-07-24,3803.5900,3819.8300,3840.0600,3803.5700,90940685,29.9200,0.0079
2019-07-25,3821.3900,3851.0700,3851.0700,3812.9500,93740416,31.2400,0.0082
2019-07-26,3835.2300,3858.5700,3863.5900,3832.5200,83259300,7.5000,0.0019
2019-07-29,3857.9400,3854.2700,3862.7500,3842.4300,84814369,-4.3000,-0.0011
2019-07-30,3861.5700,3870.3200,3890.7300,3861.5700,94123955,16.0500,0.0042
2019-07-31,3856.7500,3835.3600,3856.7500,3830.0900,82151155,-34.9600,-0.0090
2019-08-01,3819.3200,3803.4700,3831.2600,3791.5500,84114181,-31.8900,-0.0083
2019-08-02,3729.1300,3747.4400,3754.5300,3720.0600,108335898,-56.0300,-0.0147
2019-08-05,3724.4100,3675.6900,3739.5000,3675.6900,101325980,-71.7500,-0.0191
2019-08-06,3609.1100,3636.3300,3649.9000,3575.8600,129833871,-39.3600,-0.0107
2019-08-07,3654.6300,3621.4300,3659.0800,3621.4300,84238715,-14.9000,-0.0041
2019-08-08,3651.3600,3669.2900,3675.4600,3646.9400,88457708,47.8600,0.0132
2019-08-09,3686.7500,3633.5300,3689.1800,3628.1200,85295580,-35.7600,-0.0097
2019-08-12,3647.8700,3699.1000,3699.1000,3643.3200,82083057,65.5700,0.0180
2019-08-13,3675.5900,3665.7500,3686.4300,3658.0100,76500303,-33.3500,-0.0090
2019-08-14,3712.0700,3682.4000,3717.5600,3680.6100,91202591,16.6500,0.0045
2019-08-15,3618.0100,3694.0000,3694.3000,3612.1100,88598833,11.6000,0.0032
2019-08-16,3697.9400,3710.5400,3738.1000,3687.0800,88319168,16.5400,0.0045
2019-08-19,3736.0300,3791.0900,3791.0900,3720.6900,139327012,80.5500,0.0217
2019-08-20,3786.0300,3787.7300,3799.9000,3778.7300,108602089,-3.3600,-0.0009
2019-08-21,3778.3100,3781.7600,3792.6000,3775.4500,82299881,-5.9700,-0.0016
2019-08-22,3793.8600,3793.5100,3797.3300,3771.2000,85807793,11.7500,0.0031
2019-08-23,3796.8800,3820.8600,3829.3600,3788.0300,87954583,27.3500,0.0072
2019-08-26,3756.3600,3765.9100,3778.8700,3753.1600,93859269,-54.9500,-0.0144
2019-08-27,3791.4600,3816.9500,3848.2400,3790.8700,124731479,51.0400,0.0136
2019-08-28,3818.8100,3802.5800,3822.5900,3790.1400,88750812,-14.3700,-0.0038
2019-08-29,3805.4900,3790.1900,3808.6000,3774.4000,84083387,-12.3900,-0.0033
2019-08-30,3816.6800,3799.5900,3828.9700,3778.9200,96695150,9.4000,0.0025
2019-09-02,3803.6900,3848.3200,3855.7800,3799.8200,110289349,48.7300,0.0128
2019-09-03,3852.5800,3853.6100,3856.6800,3833.7600,97714632,5.2900,0.0014
2019-09-04,3848.6500,3886.0000,3886.0000,3846.4200,126628616,32.3900,0.0084
2019-09-05,3909.2100,3925.3200,3970.0000,3909.2100,181656230,39.3200,0.0101
2019-09-06,3946.6900,3948.5100,3948.5400,3922.3400,121882376,23.1900,0.0059
2019-09-09,3980.9600,3972.9500,3985.2400,3954.8800,146809754,24.4400,0.0062
2019-09-10,3976.8700,3959.2700,3976.9200,3938.7400,130889385,-13.6800,-0.0034
2019-09-11,3969.6800,3930.1000,3971.2200,3922.9500,131594875,-29.1700,-0.0074
2019-09-12,3944.6900,3972.3800,3975.9300,3933.4400,110241272,42.2800,0.0108
